post_no,day,day_of_week,meal_time,course_no,course,course_kcal,course_protein,course_na,soldout,soldout_time,is_soldout
926901380,2023-08-30,Wednesday,lunch,[2],"베이컨갈릭볶음밥,맑은유부국,찰도그롤*케첩,맑은오이지무침",628,16,1114.0,NaN,NaN,False
926901381,2023-08-30,Wednesday,dinner,[1],"얼큰동태찌개,잡곡밥,모듬장조림,브로콜리참깨무침,우엉파프리카볶음",827,58,1142.0,NaN,NaN,False
926901381,2023-08-30,Wednesday,dinner,[2],"버섯곤드레영양밥,조랭이떡국,해물완자전,매콤콩나물무침,들기름간장양념장",784,32,1054.0,NaN,NaN,False
926901382,2023-08-31,Thursday,lunch,[1],"들깨북어콩나물해장국,잡곡밥,섭산적구이,손만두찜&초간장,청경채겉절이",884,38,1039.0,NaN,NaN,False
926901382,2023-08-31,Thursday,lunch,[2],"마파두부덮밥,계란파국,후르츠탕수육,짜사이무침,지마구",962,48,1151.0,[2],NaN,True
926901383,2023-08-31,Thursday,dinner,[1],"철판백순대볶음,잡곡밥,김치수제비국,알감자조림,무쌈*순대양념장",998,26,1186.0,[1],NaN,True
926901383,2023-08-31,Thursday,dinner,[2],"매콤국물떡볶이,어묵국,후리가케밥(소),모듬튀김(야채튀김,김말이),한입단무지",752,18,1030.0,NaN,NaN,False
926901384,2023-09-01,Friday,lunch,[1],"유부잔치국수,충무식김밥,충무식오징어무침,단호박부꾸미",942,43,1168.0,NaN,NaN,False
926901384,2023-09-01,Friday,lunch,[2],"고갈비구이,잡곡밥,몽글몽글순두부탕&양념장,느타리버섯볶음,궁채절임",906,47,1168.0,NaN,NaN,False
926901385,2023-09-01,Friday,dinner,[1],"닭곰탕,잡곡밥,호박채전,다시마쌈&초고추장,알마늘장아찌무침",739,29,1126.0,NaN,NaN,False
926901387,2023-09-04,Monday,lunch,[1],"김치돈육두루치기,잡곡밥,콩나물국,부들어묵볶음,청경채나물",811,52,1061.0,[1],NaN,True
926901387,2023-09-04,Monday,lunch,[2],"가라아게파채마요덮밥,미소장국,연두부토마토샐러드,블루베리무피클",890,45,1085.0,NaN,NaN,False
926901388,2023-09-04,Monday,dinner,[1],"불고기퀘사디아&양념감자튀김*샤워크림/살사소스,콜드파스타,오이피클할라피뇨,탄산음료",736,17,1018.0,[1],NaN,True
926901388,2023-09-04,Monday,dinner,[2],"뼈없는감자탕,잡곡밥,옛날소시지전,멸치견과볶음,풋고추양파된장무침",962,56,1167.0,NaN,NaN,False
926901389,2023-09-05,Tuesday,lunch,[1],"양지탕,잡곡밥,바싹김치전,미니새송이버섯볶음,오복지무침",630,20,1160.0,NaN,NaN,False
926901389,2023-09-05,Tuesday,lunch,[2],"아몬드크럼블돈까스&구운채소,크림수프,흑미밥,모닝빵&딸기잼,모듬채소피클",972,38,1281.0,[2],NaN,True
926901390,2023-09-05,Tuesday,dinner,[1],"소고기숙주볶음,잡곡밥,열무된장국,쥐어채조림,부추겉절이",619,46,1230.0,NaN,NaN,False
926901390,2023-09-05,Tuesday,dinner,[2],"산채들기름비빔밥,미역국,피쉬커틀릿*타르타르소스,브로콜리통마늘볶음,약고추장",988,57,1078.0,[2],NaN,True
926901391,2023-09-06,Wednesday,lunch,[1],"철판오징어볶음*소면사리,잡곡밥,호박새우젓국,도톰완자전,고들빼기무침",852,27,1154.0,NaN,NaN,False
926901391,2023-09-06,Wednesday,lunch,[2],"중국식볶음밥&자장소스,채소짬뽕국,지파이유린기,단무지",857,22,1045.0,NaN,NaN,False
926901392,2023-09-06,Wednesday,dinner,[1],"닭개장,잡곡밥,미트볼채소조림,고구마순들깨나물,궁채장아찌",949,58,1174.0,NaN,NaN,False
926901392,2023-09-06,Wednesday,dinner,[2],"돈목살필라프&계란프라이,맑은유부국,두부카츠*스위트칠리소스,양배추적채초절임",839,51,1140.0,NaN,NaN,False
926901393,2023-09-07,Thursday,lunch,[1],"<제철식재-감자>치즈부대전골,잡곡밥,깻잎감자채전,삼색겨자채무침,무말랭이무침",991,45,1249.0,[1],NaN,True
926901393,2023-09-07,Thursday,lunch,[2],"<제철식재-도토리>꼬막영양밥,호박고추장찌개,메밀전병,도토리묵채소무침,구운파래김*간장양념장",808,32,1204.0,NaN,NaN,False
926901396,2023-09-08,Friday,lunch,[1],"소고기쌀국수,파인애플볶음밥,모듬춘권&칠리소스,레몬양파절임",959,60,1112.0,NaN,NaN,False
926901396,2023-09-08,Friday,lunch,[2],"닭보쌈,잡곡밥,시금치된장국,게맛살미역줄기볶음,쌈무*와사비마요",817,60,1112.0,NaN,NaN,False
926901397,2023-09-08,Friday,dinner,[1],"떡만두국,잡곡밥,미니떡갈비조림,탕평채,숙주나물무침",810,27,1029.0,NaN,NaN,False
926901399,2023-09-11,Monday,lunch,[1],"매실청돈육불고기,잡곡밥,유채된장국,미니새송이버섯볶음,청포묵김가루무침",663,32,1128.0,NaN,NaN,False
926901399,2023-09-11,Monday,lunch,[2],"고추잡채덮밥,계란파국,꿔바로우,중국식오이무침",956,27,1189.0,[2],NaN,True
926901400,2023-09-11,Monday,dinner,[1],"명란크림파스타,빌소시지&구운채소&머스타드소스,오이피클,탄산음료",988,38,1193.0,NaN,NaN,False
926901400,2023-09-11,Monday,dinner,[2],"짜글이김치찌개,쌀밥&계란프라이,궁중떡볶이,숙주나물무침,건파래자반",964,37,1196.0,[2],NaN,True
926901401,2023-09-12,Tuesday,lunch,[1],"순대국밥,잡곡밥,동그랑땡전우엉땅콩조림,알마늘장아찌무침",971,49,1182.0,[1],NaN,True
926901401,2023-09-12,Tuesday,lunch,[2],"불고기할라피뇨볶음밥,맑은팽이버섯국,고로케&케첩,유자채단무지",765,14,1042.0,NaN,NaN,False
926901402,2023-09-12,Tuesday,dinner,[1],"소고기샤브샤브,잡곡밥,메추리알장조림반반콩자반,무말랭이무침,겨자장",735,33,1119.0,NaN,NaN,False
926901402,2023-09-12,Tuesday,dinner,[2],"오야꼬동,미소장국,감자샐러드&요거트D,오복지무침",872,43,1136.0,NaN,NaN,False
926901404,2023-09-13,Wednesday,lunch,[1],"나가사끼짬뽕,쌀밥(소),타코야끼,락교&초생강",958,29,1129.0,NaN,NaN,False
926901404,2023-09-13,Wednesday,lunch,[2],"닭간장불고기&파채,잡곡밥,사골파국,연두부*양념장,시래기지짐",771,37,1179.0,NaN,NaN,False
926901405,2023-09-13,Wednesday,dinner,[1],"고등어무조림,잡곡밥,얼갈이된장국비엔나소시지케첩조림,맑은오이지무침,",933,52,1184.0,[1],NaN,True
926901405,2023-09-13,Wednesday,dinner,[2],"옛날카레라이스,우동국물,새우까스&타르타르소스,고춧잎무침",907,24,1143.0,NaN,NaN,False
926901407,2023-09-14,Thursday,dinner,[1],"전주콩나물국밥,잡곡밥,언양식불고기,브로콜리숙회&초고추장,쥐어채볶음",892,44,1165.0,NaN,NaN,False
926901407,2023-09-14,Thursday,dinner,[2],"참치캔생야채비빔밥,다시마무채국,모짜렐라치즈핫도그*케첩,건새우마늘쫑볶음,비빔밥고추장",780,30,1157.0,[2],NaN,True
926901408,2023-09-15,Friday,lunch,[1],"돼지양념구이*양파볶음,잡곡밥,두부김치국,새우젓호박볶음,모듬채소겉절이",811,48,1083.0,NaN,NaN,False
926901408,2023-09-15,Friday,lunch,[2],"라따뚜이오므라이스,옥수수크림수프,양념감자튀김*케첩,양배추적채피클",876,35,1093.0,NaN,NaN,False
926901409,2023-09-15,Friday,dinner,[1],"유부주머니어묵전골,잡곡밥,부추장떡,가지나물,궁채절임,와사비장",870,29,1194.0,NaN,NaN,False
926901411,2023-09-18,Monday,lunch,[1],"계림닭볶음탕,잡곡밥,콩나물국,미역줄기볶음,멸치견과볶음",964,71,1128.0,[1],NaN,True
926901411,2023-09-18,Monday,lunch,[2],"부타동,미소장국,피쉬커틀릿&크리미어니언소스,락교무침",984,56,1009.0,NaN,NaN,False
926901417,2023-09-18,Monday,dinner,[1],"설렁탕,잡곡밥,매콤두부조림,가지나물,삼색겨자채무침",710,34,1182.0,NaN,NaN,False
926901417,2023-09-18,Monday,dinner,[2],"팟카파오무쌉*계란프라이,쌀국수국물,사모사튀김&칠리소스,레몬양파피클",973,34,1182.0,NaN,NaN,False
926901419,2023-09-19,Tuesday,lunch,[1],"베이컨크림리조또,노엣지페퍼로니피자,양배추적채피클,탄산음료",963,26,924.0,[1],NaN,True
926901419,2023-09-19,Tuesday,lunch,[2],"안동국밥,잡곡밥,바싹부추전,탕평채,연근조림",610,24,1162.0,NaN,NaN,False
926901420,2023-09-19,Tuesday,dinner,[1],"베테랑칼국수,보리밥(소),고기손만두찜*초간장,무말랭이무침",876,24,1132.0,NaN,NaN,False
926901420,2023-09-19,Tuesday,dinner,[2],"돈육콩나물두루치기,잡곡밥,근대된장국,둥근어묵간장조림,양배추쌈*쌈장",834,49,1125.0,NaN,NaN,False
926901421,2023-09-20,Wednesday,lunch,[1],"소고기묵채비빔밥,미역국,돈저냐구이&파채무침,명엽채땅콩볶음,간장양념장",743,36,1109.0,NaN,NaN,False
926901421,2023-09-20,Wednesday,lunch,[2],"돈까스김치나베,쌀밥,후리가케계란찜,브로콜리흑임자무침",957,36,1199.0,[2],NaN,True
926901422,2023-09-20,Wednesday,dinner,[1],"동태지리탕,잡곡밥,어니언떡갈비,열무된장나물,고들빼기무침",788,46,1111.0,NaN,NaN,False
926901422,2023-09-20,Wednesday,dinner,[2],"햄마늘쫑볶음밥&계란프라이,콩가루배추국,김말이오징어볼강정,청경채나물",904,32,1198.0,[2],NaN,True
926901424,2023-09-21,Thursday,lunch,[1],"<헬시데이>순두부찌개,곤약현미밥,식물성런천미트전,버섯잡채,오이양파무침",728,27,1245.0,[1],NaN,True
926901424,2023-09-21,Thursday,lunch,[2],"포크하이라이스&소시지구이,미소시루,가지깐풍,과일샐러드",944,25,1157.0,NaN,NaN,False
926901425,2023-09-21,Thursday,dinner,[1],"뼈없는닭갈비,잡곡밥,다시마무채국,고구마순들깨나물,감자채볶음",781,37,1183.0,[1],NaN,True
926901425,2023-09-21,Thursday,dinner,[2],"불고기핫도그,웨지양념감자튀김&케첩,옥수수코울슬로,탄산음료",761,9,1157.0,NaN,NaN,False
926901426,2023-09-22,Friday,lunch,[1],"가쓰오꼬치어묵우동,유부초밥,새우튀김&타르타르소스,단무지",985,41,1183.0,NaN,NaN,False
926901426,2023-09-22,Friday,lunch,[2],"돈목살김치찜,잡곡밥,호박새우젓국,백년초묵*양념장,반반콩자반",849,41,1031.0,[2],NaN,True
926901427,2023-09-22,Friday,dinner,[1],"황태해장국,잡곡밥,미트볼케첩조림,다시마쌈*초고추장,치커리유자청무침",772,32,1137.0,NaN,NaN,False
926901430,2023-09-25,Monday,lunch,"[1, 2]","<런치스페셜>아롱사태스지전골,잡곡밥,왕만두찜,알감자조림,모듬채소겉절이,겨자장",929,37,1016.0,NaN,NaN,False
926901432,2023-09-25,Monday,dinner,[1],"철판백순대볶음,잡곡밥,김치콩나물국,미니새송이간장조림,무쌈*순대양념장",638,14,1193.0,NaN,NaN,False
926901432,2023-09-25,Monday,dinner,[2],"일식카레&가라아게튀김,우동국물,고구마샐러드,유자단무지채",953,23,1106.0,[2],NaN,True
926901435,2023-09-26,Tuesday,lunch,[1],"잔치국수,멸치주먹밥(소),수수부꾸미,고춧잎무침",924,31,998.0,[1],NaN,True
926901435,2023-09-26,Tuesday,lunch,[2],"돈육생강장불고기,잡곡밥,얼갈이된장국,무들깨나물,양념깻잎지",654,33,1162.0,NaN,NaN,False
926901436,2023-09-26,Tuesday,dinner,[1],"콩비지찌개,잡곡밥,옛날소시지젘*케첩,사각어묵볶음,시래기된장지짐",618,30,1069.0,NaN,NaN,False
926901436,2023-09-26,Tuesday,dinner,[2],"장조림버터비빔밥,맑은유부국,청파래오징어까스*타르타르S,맑은오이지무침",875,36,1067.0,[2],NaN,True
926901437,2023-09-27,Wednesday,lunch,[1],"<추석한상차림>경상도소고기무국,잡곡밥,도톰동그랑땡전,미니새송이버섯볶음,깐마늘장아찌,미니깨송편",853,40,1195.0,[1],NaN,True
926901437,2023-09-27,Wednesday,lunch,[2],"돈육청경채굴소스덮밥,팽이버섯맑은국,순두부*참깨드레싱,브로콜리겨자무침,미니깨송편",905,40,1199.0,NaN,NaN,False
926901438,2023-09-27,Wednesday,dinner,[1],"경양식돈까스&구운채소,쌀밥,양송이크림수프,스틱마늘빵,오이피클",1026,32,1168.0,NaN,NaN,False
926901440,2023-10-05,Thursday,lunch,[1],"<제철식재-고구마>토마토파스타&그릴함박,고구마치즈토스트,오이피클,탄산음료",944,35,1038.0,[1],NaN,True
926901440,2023-10-05,Thursday,lunch,[2],"<제철식재-늙은호박>참치김치찌개,잡곡밥,늙은호박채전,볼어묵조림,마늘쫑무침",812,30,1192.0,NaN,NaN,False
926901441,2023-10-05,Thursday,dinner,[1],"돈육고추장불고기&파채,잡곡밥,콩나물국,멸치견과볶음,연근땅콩조림",732,38,1067.0,[1],NaN,True
926901441,2023-10-05,Thursday,dinner,[2],"중국식볶음밥&자장소스,계란파국,꿔바로우,단무지",948,29,1166.0,NaN,NaN,False
926901442,2023-10-06,Friday,lunch,[1],"돈코츠라멘,타코야끼,방울토마토보코치니&발사믹,락교&초생강",885,46,1188.0,[1],NaN,True
926901442,2023-10-06,Friday,lunch,[2],"누룽지봉추찜닭,잡곡밥,시금치된장국,미역줄기볶음,콩나물무침",993,64,1182.0,NaN,NaN,False
926901443,2023-10-06,Friday,dinner,[1],"감자수제비,잡곡밥,모듬장조림,명엽채볶음,고들빼기무침",882,46,1054.0,NaN,NaN,False
926901445,2023-10-10,Tuesday,lunch,[1],"소고기미역국,잡곡밥,두부숙회&참치김치볶음,감자채볶음,맑은오이지무침",690,29,1057.0,NaN,NaN,False
926901445,2023-10-10,Tuesday,lunch,[2],"로제치킨까스&구운채소,쌀밥,크림수프,모닝빵&딸기잼,블루베리무피클",701,26,1096.0,[2],NaN,True
926901446,2023-10-10,Tuesday,dinner,[1],"부타야끼소바,맑은팽이버섯국,야채튀김*초간장,락교&초생강",743,41,1198.0,[1],NaN,True
926901446,2023-10-10,Tuesday,dinner,[2],"버섯무채영양밥,청국장찌개,섭산적구이&파채,우엉땅콩조림,구운김&부추양념장",889,34,1102.0,NaN,NaN,False
926901447,2023-10-11,Wednesday,lunch,[1],"철판오징어볶음,잡곡밥,근대된장국,계란말이,콩나물무침",839,38,1186.0,NaN,NaN,False
926901447,2023-10-11,Wednesday,lunch,[2],"옛날카레라이스,우동국물,새우볼꼬치튀김&타르타르소스,오복지무침",882,30,1188.0,NaN,NaN,False
926901448,2023-10-11,Wednesday,dinner,[1],"불고기퀘사디아&양념감자튀김,마카로니콘치즈구이,오이피클,탄산음료",853,23,1179.0,NaN,NaN,False
926901448,2023-10-11,Wednesday,dinner,[2],"뼈없는감자탕,잡곡밥,옛날소시지전*케찹,가지나물,풋고추양파된장무침",997,58,1134.0,NaN,NaN,False
926901450,2023-10-12,Thursday,dinner,[1],"두절가자미구이,잡곡밥,돈육고추장찌개,쥐어채볶음,치커리겉절이",691,39,1186.0,[1],NaN,True
926901450,2023-10-12,Thursday,dinner,[2],"핫도그떡볶이,꼬치어묵국,김말이튀김,한입단무지",745,15,1121.0,NaN,NaN,False
926901452,2023-10-13,Friday,dinner,[1],"콩나물국밥*새우젓,잡곡밥,부추장떡,탕평채,열무된장나물",790,29,1023.0,NaN,NaN,False
926901454,2023-10-16,Monday,lunch,[1],"매실청돈육불고기,잡곡밥,콩가루배추국,알감자조림,양배추쌈&쌈장",800,35,1157.0,NaN,NaN,False
926901454,2023-10-16,Monday,lunch,[2],"버섯잡채덮밥,계란파국,후르츠탕수육,짜사이무침",944,26,1163.0,NaN,NaN,False
926901456,2023-10-16,Monday,dinner,[1],"순대국밥,잡곡밥,메추리알장조림,콩나물무침,고들빼기무침",729,29,1190.0,NaN,NaN,False
926901456,2023-10-16,Monday,dinner,[2],"나시고랭볶음밥,쌀국수국물,사모사튀김*칠리소스,레몬양파절임",786,26,1198.0,NaN,NaN,False
926901457,2023-10-17,Tuesday,lunch,[1],"육개장,잡곡밥,바싹부추전,멸치견과볶음,청포묵김가루무침",804,33,1130.0,NaN,NaN,False
926901457,2023-10-17,Tuesday,lunch,[2],"포크하이라이스&그릴소시지,다시마무채국,감자고로케*케첩,블루베리무피클",910,27,1017.0,[2],NaN,True
926901459,2023-10-17,Tuesday,dinner,[1],"계란한알쫄면,사골파국,군만두튀김,브로콜리흑임자무침",929,30,1135.0,[1],NaN,True
926901459,2023-10-17,Tuesday,dinner,[2],"자반고등어구이,잡곡밥,된장찌개,무생채,시래기들깨지짐",921,46,1106.0,NaN,NaN,False
926901460,2023-10-18,Wednesday,lunch,[1],"닭보쌈,잡곡밥,호박새우젓국,게맛살미역줄기볶음,무쌈*와사비마요",650,39,1141.0,NaN,NaN,False
926901460,2023-10-18,Wednesday,lunch,[2],"돈목살필라프,맑은팽이버섯국,오지치즈후라이,유자청치커리무침",976,58,1043.0,NaN,NaN,False
926901462,2023-10-18,Wednesday,dinner,[1],"어묵김치찌개,잡곡밥,미트볼채소케첩조림,느타리버섯볶음,깻잎지무침",795,26,1160.0,NaN,NaN,False
926901462,2023-10-18,Wednesday,dinner,[2],"가츠동돈부리,우동국물,연두부샐러드&오리엔탈D,락교무침",789,24,1166.0,NaN,NaN,False
926901464,2023-10-19,Thursday,lunch,[1],"<헬시데이>식물성짜장면&동물복지계란프라이,두부가라아게깐풍,슬림단무지,탄산수(브리지톡)",934,26,1147.0,NaN,NaN,False
926901464,2023-10-19,Thursday,lunch,[2],"순두부찌개,잡곡밥,언양식불고기,연근땅콩조림",904,35,1168.0,[2],NaN,True
926901465,2023-10-19,Thursday,dinner,[1],"토마토리조또,양송이크림수프,텐더치킨샐러드&허니머스타드,오이피클할라피뇨",940,28,1182.0,NaN,NaN,False
926901465,2023-10-19,Thursday,dinner,[2],"돼지고기두부조림,잡곡밥,수제비국,삼색겨자채무침,가지볶음",718,29,1153.0,NaN,NaN,False
926901466,2023-10-20,Friday,lunch,[1],"소고기숙주볶음,잡곡밥,얼갈이된장국,명엽채조림,고춧잎장아찌",645,32,1162.0,NaN,NaN,False
926901466,2023-10-20,Friday,lunch,[2],"스팸마요덮밥,맑은유부국,씨앗닭강정&알새우칩,오이양파무침",946,51,1042.0,NaN,NaN,False
926901467,2023-10-20,Friday,dinner,[1],"닭곰탕,잡곡밥,호박채전,다시마쌈*초고추장,깐마늘장아찌",641,22,1196.0,NaN,NaN,False
926901469,2023-10-23,Monday,lunch,[1],"계림닭볶음탕,잡곡밥,사골파국,미역레몬초무침,브로콜리통마늘볶음",906,72,1173.0,NaN,NaN,False
926901469,2023-10-23,Monday,lunch,[2],"멜팅치즈돈까스&구운채소,쌀밥,크림수프,고구마샐러드&요거트D,오이피클",838,24,1197.0,NaN,NaN,False
926901471,2023-10-23,Monday,dinner,[1],"베테랑칼국수,보리밥(소),미니손만두찜,초간장,무말랭이무침",928,28,1160.0,NaN,NaN,False
926901471,2023-10-23,Monday,dinner,[2],"취나물영양밥*부추양념장,청국장찌개,비엔나소시지볶음,건새우마늘쫑볶음,파래김구이",706,30,1039.0,[2],NaN,True
926901472,2023-10-24,Tuesday,lunch,[1],"소고기된장찌개,잡곡밥,한식잡채,반반콩자반,양념깻잎지무침",756,24,1196.0,NaN,NaN,False
926901472,2023-10-24,Tuesday,lunch,[2],"마파두부덮밥,계란파국,지파이유린기,짜사이무침",970,40,1186.0,[2],NaN,True
926901474,2023-10-24,Tuesday,dinner,[1],"돈육콩나물두루치기,잡곡밥,감자양파국,탕평채,열무나물무침",693,40,1168.0,[1],NaN,True
926901474,2023-10-24,Tuesday,dinner,[2],"베이컨갈릭볶음밥,미소시루,새우튀김*타르타르소스,우엉파프리카조림",803,22,1156.0,NaN,NaN,False
926901475,2023-10-25,Wednesday,lunch,"[1, 2]","<런치스페셜>푸팟퐁커리,강황밥,쌀국수국물,고로케&칠리소스,양파초절임",971,34,1178.0,NaN,NaN,False
926901476,2023-10-25,Wednesday,dinner,[1],"동태지리탕,잡곡밥,도톰완자전,미니새송이버섯볶음,도토리묵채소무침",793,53,1192.0,[1],NaN,True
926901476,2023-10-25,Wednesday,dinner,[2],"마제덮밥,우동국물,타코야끼,유자채단무지",818,42,1159.0,NaN,NaN,False
926901477,2023-10-26,Thursday,lunch,[1],"설렁탕,잡곡밥,바싹김치전,호박새우젓볶음,부추겉절이",628,25,1192.0,NaN,NaN,False
926901477,2023-10-26,Thursday,lunch,[2],"참치생야채비빔밥,어묵국,찰도그롤*케첩,오복지무침,비빔밥초고추장",895,36,1046.0,NaN,NaN,False
926901478,2023-10-26,Thursday,dinner,[1],"뼈없는닭갈비,잡곡밥,김치국,숙주나물무침,무쌈겨자채무침",858,41,1172.0,[1],NaN,True
926901478,2023-10-26,Thursday,dinner,[2],"타워함박스테이크&데미소스,쌀밥(소),양송이크림수프,스틱마늘빵,옥수수코울슬로",991,36,1199.0,NaN,NaN,False
926901479,2023-10-27,Friday,lunch,[1],"잔치국수,충무김밥,충무식오징어무침,두부카츠&어린잎",951,32,1120.0,NaN,NaN,False
926901479,2023-10-27,Friday,lunch,[2],"고추장삼겹살&양파구이,잡곡밥,시금치된장국,감자채볶음,궁채절임",943,31,1144.0,[2],NaN,True
926901480,2023-10-27,Friday,dinner,[1],"황태미역국,잡곡밥,모듬장조림,부들어묵볶음,오이양파무침",735,39,1169.0,NaN,NaN,False
926901481,2023-10-30,Monday,lunch,[1],"장터국밥,잡곡밥,늙은호박채전,연근땅공조림,미역줄기볶음",774,30,1199.0,NaN,NaN,False
926901481,2023-10-30,Monday,lunch,[2],"장조림버터비빔밥,미소장국,생선까스&타르타르소스,맑은오이지무침",940,35,1174.0,NaN,NaN,False
926901482,2023-10-30,Monday,dinner,[1],"땡초어묵우동,후리가케밥,간장견과닭강정,단무지",953,37,1051.0,[1],NaN,True
926901482,2023-10-30,Monday,dinner,[2],"볼락한마리구이,잡곡밥,고추장찌개,채소계란찜,얼갈이나물",687,30,1099.0,NaN,NaN,False
926901484,2023-10-31,Tuesday,lunch,[1],"알리오올리오파스타,빌소시지구이&구운채소*머스터드S,모듬채소피클,탄산음료",712,24,1150.0,[1],NaN,True
926901484,2023-10-31,Tuesday,lunch,[2],"매콤제육볶음,잡곡밥,아욱된장국,두부계란구이*양념장,치커리유자청무침",729,38,1164.0,NaN,NaN,False
926901485,2023-10-31,Tuesday,dinner,[1],"나주곰탕,잡곡밥,동그랑땡전,고구마순들깨나물,마늘쫑무침",722,32,1095.0,[1],NaN,True
926901485,2023-10-31,Tuesday,dinner,[2],"불닭마요덮밥,맑은팽이버섯국,어니언링튀김*칠리소스,브로콜리흑임자무침",950,42,1107.0,NaN,NaN,False
926901486,2023-11-01,Wednesday,lunch,[1],"짜글이김치찌개,쌀밥&계란프라이,미트볼케첩조림,숙주나물무침,김자반볶음",990,50,1176.0,NaN,NaN,False
926901486,2023-11-01,Wednesday,lunch,[2],"피자치킨까스&구운채소,흑임자밥(소),옥수수크림스프,모닝빵&딸기잼,블루베리무피클",853,31,1182.0,NaN,NaN,False
926901487,2023-11-01,Wednesday,dinner,[1],"철판백순대볶음,잡곡밥,호박감자국,멸치견과볶음,무쌈,순대양념장",988,24,1156.0,NaN,NaN,False
926901487,2023-11-01,Wednesday,dinner,[2],"매콤국물떡볶이,유부국물,모듬튀김,적채무초절임",783,20,1136.0,[2],NaN,True
926901488,2023-11-02,Thursday,lunch,[1],"<제철식재-유자>차돌짬뽕,쌀밥(소),유자소스탕수육,짜사이무침",987,57,1197.0,[1],NaN,True
926901488,2023-11-02,Thursday,lunch,[2],"<제철식재-꼬막>꼬막영양밥*부추양념장,된장찌개,섭산적구이&파채무침,알감자조림,가지양념나물",737,28,1153.0,NaN,NaN,False
926901489,2023-11-02,Thursday,dinner,[1],"오징어볶음&소면사리,잡곡밥,미역국,둥근어묵조림,시래기나물",832,40,1176.0,NaN,NaN,False
926901489,2023-11-02,Thursday,dinner,[2],"소불고기달걀덮밥,김치국,연두부샐러드&발사믹D,고들빼기무침",895,35,1166.0,NaN,NaN,False
926901490,2023-11-03,Friday,lunch,[1],"매콤닭두루치기&파채,잡곡밥,조랭이떡국,느타리버섯볶음,모듬채소겉절이",731,26,1156.0,[1],NaN,True
926901490,2023-11-03,Friday,lunch,[2],"불고기할라피뇨볶음밥,다시마무채국,삼색겨자채무침,고구마맛탕",867,20,1178.0,NaN,NaN,False
926901491,2023-11-03,Friday,dinner,[1],"시래기되비지찌개,잡곡밥,비엔나소시지케첩볶음,명엽채볶음,청포묵김가루무침",830,38,1104.0,NaN,NaN,False
926901493,2023-11-06,Monday,lunch,[1],"누룽지봉추찜닭,잡곡밥,다시마무채국,탕평채,오복지무침",956,61,1167.0,NaN,NaN,False
926901493,2023-11-06,Monday,lunch,[2],"소고기미나리볶음밥&계란프라이,맑은팽이버섯국,청파래오징어까스&타르타르소스,두부쑥갓나물",914,45,1129.0,NaN,NaN,False
926901494,2023-11-06,Monday,dinner,[1],"버섯소불고기,잡곡밥,매콤두부조림,숙주나물,우엉파프리카조림",812,38,1167.0,NaN,NaN,False
926901494,2023-11-06,Monday,dinner,[2],"팟카파오무쌉,쌀국수국물,모듬춘권*칠리소스,레몬양파초절임",978,26,1148.0,NaN,NaN,False
926901495,2023-11-07,Tuesday,lunch,[1],"치즈부대찌개,잡곡밥,깻잎채전,미니새송이버섯볶음,반반콩자반",986,46,1188.0,[1],NaN,True
926901495,2023-11-07,Tuesday,lunch,[2],"야채듬뿍하이라이스,미소장국,멘치까스&돈까스소스,양배추적채초절임",962,20,1079.0,NaN,NaN,False
926901496,2023-11-07,Tuesday,dinner,[1],"바지락칼제비,쌀밥(소),어니언떡갈비구이,고추지무침",922,32,1189.0,[1],NaN,True
926901496,2023-11-07,Tuesday,dinner,[2],"오징어돈육불고기,잡곡밥,콩가루배추국,감자채피망볶음,참나물겉절이",693,34,1105.0,NaN,NaN,False
926901498,2023-11-08,Wednesday,lunch,[1],"불고기퀘사디아,&양념감자튀김,콜드파스타,오이피클,탄산음료",742,17,1176.0,NaN,NaN,False
926901498,2023-11-08,Wednesday,lunch,[2],"돼지양념구이*양파볶음,잡곡밥,얼갈이된장국,무생채,적상추*쌈장",868,37,1102.0,NaN,NaN,False
926901499,2023-11-08,Wednesday,dinner,[1],"닭개장,잡곡밥,식물성런천미트전*파채,맛살브로콜리볶음,풋고추양파된장무침",790,32,1168.0,[1],NaN,True
926901499,2023-11-08,Wednesday,dinner,[2],"참치마요데리야끼덮밥,유부국,감자고로케*케첩,유자채단무지",752,24,1185.0,NaN,NaN,False
926901501,2023-11-09,Thursday,dinner,[1],"사골우거지탕,잡곡밥,야채계란말이,시금치나물,깐마늘장아찌",708,30,1150.0,NaN,NaN,False
926901501,2023-11-09,Thursday,dinner,[2],"오야꼬동,김치국,과일샐러드,해초무침",829,26,1183.0,NaN,NaN,False
926901503,2023-11-10,Friday,lunch,[1],"뚝배기날치알밥,미니우동,타코야끼,락교무침",831,21,1195.0,[1],NaN,True
926901503,2023-11-10,Friday,lunch,[2],"고등어구이정식,잡곡밥,근대된장국,부들어묵볶음,청경채겉절이",941,33,1192.0,NaN,NaN,False
926901504,2023-11-10,Friday,dinner,[1],"전주콩나물국밥*새우젓,잡곡밥,모듬장조림,단호박타락묵,열무된장나물",683,37,1171.0,NaN,NaN,False
926901506,2023-11-13,Monday,lunch,[1],"베트남쌀국수,짜조&어린잎,레몬양파절임,해선장*스위트칠리",902,33,1158.0,NaN,NaN,False
926901506,2023-11-13,Monday,lunch,[2],"통마늘돼지불백,잡곡밥,아욱된장국,숙주나물무침,브로콜리숙회*초고추장",883,53,1193.0,NaN,NaN,False
